minsplit,maxdepth,CP,nsplit,rel error,xerror,xstd
29,24,0.0113197934801584,11,0.277823638581874,0.52218248793255,0.0373582964187561
30,24,0.01,12,0.266503845101715,0.499477853504344,0.0353095578018914
31,24,0.0158227715837251,8,0.320854831528344,0.542008696736326,0.0386914031198896
32,24,0.0181887244195162,7,0.33904355594786,0.481695631952391,0.0346650679962396
33,24,0.0113197934801584,11,0.277823638581874,0.518081270687472,0.0374751238351136
34,24,0.01,12,0.266503845101715,0.482177976414984,0.0344460641035274
35,24,0.01,12,0.266503845101715,0.542920806964717,0.0360432461366084
36,24,0.01,12,0.266503845101715,0.500841313591634,0.0372689705062317
37,24,0.0138207363616421,9,0.305032059944618,0.515134915199764,0.0350722541224774
38,24,0.01,12,0.266503845101715,0.53734044263158,0.0412578462412444
39,24,0.0138207363616421,9,0.305032059944618,0.477618060338891,0.0344214232994838
40,24,0.0243740855494423,5,0.386279040961935,0.504771047492008,0.0363040054308868
20,25,0.0113197934801584,12,0.264490970177282,0.48462086122398,0.0357977927482131
21,25,0.0133876850011026,10,0.291211323582976,0.507691728943797,0.0342432044479677
22,25,0.0228613994646326,6,0.361904955412492,0.519723885391525,0.0372067424057367
23,25,0.0133876850011026,10,0.291211323582976,0.541939238690242,0.0389719698778353
24,25,0.0158227715837251,8,0.320854831528344,0.497928933103847,0.0348165847778615
25,25,0.0181887244195162,7,0.33904355594786,0.509104871382126,0.0353594504761575
26,25,0.01,13,0.253171176697124,0.524025281939062,0.0344689999509624
27,25,0.0133876850011026,10,0.291211323582976,0.542183577493787,0.0385040020027408
28,25,0.0228613994646326,6,0.361904955412492,0.502153718335544,0.0368033253562106
29,25,0.01,12,0.266503845101715,0.491635939074031,0.0339451885407078
30,25,0.0158227715837251,8,0.320854831528344,0.509928310245262,0.0344847740468414
31,25,0.01,12,0.266503845101715,0.52070281016063,0.035153489897243
32,25,0.0133876850011026,10,0.291211323582976,0.514887980508056,0.0382073073006462
33,25,0.0158227715837251,8,0.320854831528344,0.561724495178823,0.0391683726443542
34,25,0.0243740855494423,5,0.386279040961935,0.50816569562943,0.0372348045692223
35,25,0.0243740855494423,5,0.386279040961935,0.561189439446688,0.0410050494483588
36,25,0.0228613994646326,6,0.361904955412492,0.487179512751626,0.0343472053289847
37,25,0.01,12,0.266503845101715,0.504742978056001,0.0378560034283594
38,25,0.0113197934801584,11,0.277823638581874,0.478893601654771,0.0344026610686228
39,25,0.0243740855494423,5,0.386279040961935,0.532681876070857,0.0382465286309012
40,25,0.01,12,0.266503845101715,0.511001229455346,0.0363884805999214
20,26,0.0243740855494423,5,0.386279040961935,0.52711499926668,0.039125563914136
21,26,0.0158227715837251,8,0.320854831528344,0.498144304687894,0.0356167289377175
22,26,0.01,13,0.253171176697124,0.494820486197206,0.0339180703891021
23,26,0.0158227715837251,8,0.320854831528344,0.526616772517998,0.0345268835830249
24,26,0.01,13,0.253171176697124,0.510035294562957,0.0351836162467801
25,26,0.01,13,0.253171176697124,0.526611684631665,0.036661200078029
26,26,0.0243740855494423,5,0.386279040961935,0.504159609576903,0.0358188542142679
27,26,0.0158227715837251,8,0.320854831528344,0.504180073278503,0.0354485397854387
28,26,0.0181887244195162,7,0.33904355594786,0.505939879441209,0.0392062516124444
29,26,0.0133876850011026,10,0.291211323582976,0.550238364073659,0.0383448670737674
30,26,0.01,12,0.266503845101715,0.462217182855004,0.0327750519915083
31,26,0.01,12,0.266503845101715,0.524933726101111,0.0369171273646948
32,26,0.0181887244195162,7,0.33904355594786,0.519681590926828,0.036374377731548
33,26,0.0228613994646326,6,0.361904955412492,0.53245838063665,0.0386390124412336
34,26,0.0158227715837251,8,0.320854831528344,0.530354918616043,0.0356453379891782
35,26,0.01,12,0.266503845101715,0.516013643647793,0.0375719007628988
36,26,0.01,12,0.266503845101715,0.505520606967242,0.0357430204609834
37,26,0.01,12,0.266503845101715,0.484725908944997,0.0322505276311227
38,26,0.01,12,0.266503845101715,0.535209061511846,0.0362862921967306
39,26,0.0243740855494423,5,0.386279040961935,0.526376270338562,0.0376546707897413
40,26,0.0181887244195162,7,0.33904355594786,0.487240167823335,0.0345034953580608
20,27,0.01,13,0.253171176697124,0.5382182112981,0.0351997344556511
21,27,0.0113197934801584,12,0.264490970177282,0.518524644445766,0.0356151250464681
22,27,0.01,13,0.253171176697124,0.515339765604937,0.0329614588203158
23,27,0.0113197934801584,12,0.264490970177282,0.510239009041315,0.0349863394493831
24,27,0.01,13,0.253171176697124,0.480554679751586,0.0336916332610355
25,27,0.0138207363616421,9,0.305032059944618,0.513487646734526,0.0354412996611532
26,27,0.0243740855494423,5,0.386279040961935,0.512625848145497,0.0377072834639278
27,27,0.0138207363616421,9,0.305032059944618,0.518819895311183,0.0358347003124948
28,27,0.0138207363616421,9,0.305032059944618,0.535982817922929,0.0364411404551189
29,27,0.0113197934801584,11,0.277823638581874,0.519943682071908,0.037108756099262
30,27,0.01,12,0.266503845101715,0.513047880998901,0.0359584392339252
31,27,0.0243740855494423,5,0.386279040961935,0.55462291849086,0.0437071440691478
32,27,0.0243740855494423,5,0.386279040961935,0.519975244728266,0.0361514264284837
33,27,0.01,12,0.266503845101715,0.472898722896055,0.0336775366782494
34,27,0.0228613994646326,6,0.361904955412492,0.543316389133397,0.0423161076536832
35,27,0.01,12,0.266503845101715,0.522788412946219,0.0359869371147487
36,27,0.0113197934801584,11,0.277823638581874,0.540208320729954,0.0373391001018185
37,27,0.01,12,0.266503845101715,0.516370219782434,0.0389348901369054
38,27,0.0113197934801584,11,0.277823638581874,0.533988010834487,0.0361888184355229
39,27,0.01,12,0.266503845101715,0.502909945210006,0.0360327089737058
40,27,0.0113197934801584,11,0.277823638581874,0.490278047659679,0.0338378224281007
20,28,0.01,13,0.253171176697124,0.513426264892886,0.0399563685609437
21,28,0.01,13,0.253171176697124,0.512837461212083,0.0367921689465492
22,28,0.0133326684045915,11,0.277823638581874,0.501358652591335,0.0343652464055
23,28,0.0113197934801584,12,0.264490970177282,0.489974003307626,0.0363018224650788
