Variable	varimp	roc	gene
DOT1L	0.0922034349803141	5.30646443903854	SFTPC
DPF1	0.107500994838579	4.89418043009292	SFTPC
DPF3	0.0755631254269413	2.54716425003263	SFTPC
DPRX	0.092265700496065	9.66559715662342	SFTPC
DR1	0.0827323234654022	4.94449421478798	SFTPC
DRAP1	0.108420726433168	1.43668994725988	SFTPC
DRGX	0.122743175034757	10.8534190740179	SFTPC
DUXA	0.0757656262631802	2.83400602370841	SFTPC
DZIP1	0.319283010028461	9.03712605342982	SFTPC
E2F1	0.144507436481862	13.9681042025095	SFTPC
E2F2	0.0571417609039968	3.08367575209442	SFTPC
E2F3	0.0800051027918539	6.79480130967442	SFTPC
E2F4	0.0805751380877574	9.04646853613384	SFTPC
E2F5	0.135743603046391	6.19577846525711	SFTPC
E2F6	0.0760320278012017	9.05374718264774	SFTPC
E2F7	0.0861483861746025	0.467058456281995	SFTPC
E2F8	0.100323192153197	3.88911857659673	SFTPC
E4F1	0.0782373077257014	5.27031047307237	SFTPC
EBF1	0.214927209369158	2.75289344568342	SFTPC
EBF2	0.0776116388350051	2.79875499093543	SFTPC
EBF3	0.0651357286552989	0.127811680807814	SFTPC
EBF4	0.0878823114017307	6.59945551940421	SFTPC
EEA1	0.0724584254869816	0.972945422100422	SFTPC
EGR1	0.0758187540804664	7.28040460431405	SFTPC
EGR2	0.269593849484509	5.94411931423851	SFTPC
EGR3	0.126803518731897	2.61734494999001	SFTPC
EGR4	0.0821281799820294	0.223993707986582	SFTPC
EHF	0.53208128578284	24.7753618509235	SFTPC
ELF1	0.0639840624512981	8.57000313970743	SFTPC
ELF2	0.0789660717196045	0.949333325607154	SFTPC
ELF3	0.0874734035808695	11.1255644327908	SFTPC
ELF4	0.11953664695927	2.5619224273719	SFTPC
ELF5	2.25284554994134	30.2657113137259	SFTPC
ELK1	0.0804040337267499	6.87455839327879	SFTPC
ELK3	0.0832533760935758	0.18491608102586	SFTPC
ELK4	0.0693327881188092	3.92607156518954	SFTPC
EMX1	0.0741700403048942	7.3851852770041	SFTPC
EMX2	0.0765505841419058	0.454023161755552	SFTPC
EN1	0.0970207878611178	0.415192367046876	SFTPC
EN2	0.0649723875606863	2.07542770734308	SFTPC
EOMES	0.0782577488044703	8.69284644810311	SFTPC
EPAS1	0.169466014781512	3.87007498918966	SFTPC
ERF	0.0816150809136554	2.80525795130428	SFTPC
ERG	0.0886394119316654	1.07845764948886	SFTPC
ESR1	0.116287783317399	5.07072393075385	SFTPC
ESR2	0.142278972398655	5.73450315680664	SFTPC
ESRRA	0.0847294286844619	13.020109167596	SFTPC
ESRRB	0.0691123650316305	1.13882798791555	SFTPC
ESRRG	0.053194862540695	1.9058981254499	SFTPC
ETS1	0.0929830064364942	4.1390374205514	SFTPC
ETS2	0.0791175931569245	0.794317417414729	SFTPC
ETV1	0.074489044714694	11.9663536872287	SFTPC
ETV2	0.0954168128415086	4.51352922636701	SFTPC
ETV3	0.0879443542688285	7.18908617601351	SFTPC
ETV3L	0.0775439453429975	0.00586016441693743	SFTPC
ETV4	0.0803138148891173	3.58249589103722	SFTPC
ETV5	0.899760018397219	22.6026102111991	SFTPC
ETV6	0.0851113315559707	3.5642009546673	SFTPC
ETV7	0.0770852189735491	0.0895871436046415	SFTPC
FAM170A	0.0746469057851627	4.577587136238	SFTPC
FAM200B	0.0928037892527828	0.786752700127133	SFTPC
FBXL19	0.0844440924280918	3.94931093168049	SFTPC
FEV	0.0778415548026898	0.74207299610417	SFTPC
FEZF1	0.0688505147010936	7.80784882064366	SFTPC
FEZF2	0.105266868928913	1.66537308685481	SFTPC
FIGLA	0.0882012093309398	0.273382857246613	SFTPC
FIZ1	0.0858995007543406	11.7570220628875	SFTPC
FLI1	0.0764196753460027	1.30282341292313	SFTPC
FLYWCH1	0.104375134182408	2.97446650692832	SFTPC
FOS	0.0807017709928157	9.43089318614798	SFTPC
FOSB	0.0926300746741271	9.00875754945961	SFTPC
FOSL1	0.0756157155968295	0.0127967361408597	SFTPC
FOSL2	0.0836370551905791	0.406123189926675	SFTPC
FOXA1	0.160467921458547	19.2060639206998	SFTPC
FOXA2	1.81292373844717	29.1531120817012	SFTPC
FOXA3	0.0991603757646688	15.2857447018247	SFTPC
FOXB1	0.0833555348559566	2.99528465792954	SFTPC
FOXC1	0.10647527000369	2.17276141823416	SFTPC
FOXC2	0.0808271080332848	7.02799391031493	SFTPC
FOXD1	0.0735376958659699	2.78934145180585	SFTPC
FOXD2	0.0735403381267596	1.4821862724674	SFTPC
FOXD3	0.102538041237341	4.36015725014404	SFTPC
FOXD4	0.0765268940123551	6.11706151531731	SFTPC
FOXD4L1	0.108411838572806	5.28981691173955	SFTPC
FOXD4L3	0.0799008623576852	0.923621731468538	SFTPC
FOXD4L4	0.060548754649194	2.96144067498951	SFTPC
FOXD4L5	0.0406458699072359	1.8936364857977	SFTPC
FOXD4L6	0.0871931755446788	0.311654863623365	SFTPC
FOXE1	0.0937906707600806	1.93531507626287	SFTPC
FOXE3	0.0816013281538591	2.38748841931142	SFTPC
FOXF1	0.0864277334822803	1.35899931417392	SFTPC
FOXF2	0.098012680413428	2.06636101449155	SFTPC
FOXG1	0.106510356289303	1.71878523789424	SFTPC
FOXH1	0.0767156061158112	6.32441175529389	SFTPC
FOXI1	0.05001028052855	4.21840679886217	SFTPC
FOXI2	0.0869550763187364	1.30434621044512	SFTPC
FOXI3	0.0773993787202531	3.54897470162937	SFTPC
FOXJ1	0.0619913059786162	1.97621671960968	SFTPC
FOXJ2	0.077432473673318	4.75393238667337	SFTPC
FOXJ3	0.0828996631223733	5.10639154684382	SFTPC
FOXK1	0.0864445522528049	2.82546845331001	SFTPC
FOXK2	0.0926361441541778	10.1781422633759	SFTPC
FOXL1	0.0780184676451143	7.03113881570812	SFTPC
FOXL2	0.0690686200728263	0.623424729352007	SFTPC
FOXM1	0.111456504066486	4.61529187647652	SFTPC
FOXN1	0.0936365444625566	13.593067781609	SFTPC
FOXN2	0.0765715667264774	4.96829427267441	SFTPC
FOXN3	0.0820901109139084	6.63833601888987	SFTPC
FOXN4	0.0806308834563937	1.16996675453392	SFTPC
FOXO1	0.087696291682141	3.03285531547134	SFTPC
FOXO3	0.0753577701498735	1.68150955979228	SFTPC
FOXO4	0.0914438410459594	5.18819901696805	SFTPC
FOXO6	0.0661280959403076	2.90357504604917	SFTPC
FOXP1	0.0888480919297526	0.586485436192947	SFTPC
FOXP2	0.0889257619208247	5.66864934210546	SFTPC
FOXP3	0.0824237971514269	8.81851278270003	SFTPC
FOXP4	0.137925794379153	11.384239791525	SFTPC
FOXQ1	0.107341047979739	5.04663557771617	SFTPC
FOXR1	0.0855023927221192	0.00827101384888661	SFTPC
FOXS1	0.0987638097919911	7.71508749942349	SFTPC
GABPA	0.0910546394389374	4.4641840905189	SFTPC
GATA1	0.0939910524108765	1.05926734494845	SFTPC
GATA2	0.071861005404632	6.11199241324865	SFTPC
GATA3	0.120150835516923	0.336248851878614	SFTPC
GATA4	0.0639458366157071	2.570003627688	SFTPC
GATA5	0.101140640576999	2.64798187461035	SFTPC
GATA6	0.0854399224544244	8.36217361014036	SFTPC
GATAD2A	0.0813690280732098	1.54137465944618	SFTPC
GATAD2B	0.0756833670637852	3.40003715126279	SFTPC
GBX1	0.080952387630386	5.28387922537348	SFTPC
GBX2	0.0827453384937004	1.29512205216819	SFTPC
GCM1	0.0990835130964549	0.848884521025215	SFTPC
GCM2	0.0852245153087022	0.297059267724423	SFTPC
GFI1	0.0946916325232472	2.97174487776373	SFTPC
GFI1B	0.122888940055859	6.79492701353221	SFTPC
GLI1	0.103185373239255	2.07994984310899	SFTPC
GLI2	0.0735164047499837	1.91861827642226	SFTPC
GLI3	0.0854521526195157	6.44254329027837	SFTPC
GLI4	0.0711966353256914	3.63770509777228	SFTPC
GLIS1	0.0693259643323124	3.77195411931862	SFTPC
GLIS2	0.141333324251624	1.42676058584301	SFTPC
GLIS3	0.0833699367271676	4.33601302336358	SFTPC
GLMP	0.119819093008432	14.9576585988546	SFTPC
GLYR1	0.0765999802404848	12.6597250939424	SFTPC
GMEB1	0.0732697061419116	8.96597185002616	SFTPC
GMEB2	0.0614285400569836	4.55849914438901	SFTPC
GPBP1	0.0878588937230454	1.04821920959271	SFTPC
GPBP1L1	0.0876252158192973	3.73588950557878	SFTPC
GRHL1	0.108358277168232	6.28271956369811	SFTPC
GRHL2	0.106188953038776	21.1133463092335	SFTPC
GRHL3	0.0649556687766466	5.01350870776822	SFTPC
GSC	0.0790844836167883	0.443132152271182	SFTPC
GSC2	0.0790126006198135	1.18607613347757	SFTPC
GTF2B	0.109696730312252	13.1587277980581	SFTPC
GTF2I	0.0659533754541524	16.2820543185265	SFTPC
GTF2IRD1	0.0798481244831415	6.10328807731914	SFTPC
GTF2IRD2	0.116598000934047	6.7604283779949	SFTPC
GTF2IRD2B	0.0966842602123232	7.50306114477553	SFTPC
GTF3A	0.0786424184131685	5.07060148422272	SFTPC
GZF1	0.0831132976503817	5.43808006556952	SFTPC
HAND1	0.0904507745457621	12.6055471725223	SFTPC
HAND2	0.0845086207818948	2.52180526255891	SFTPC
HBP1	0.0516803587176328	6.55208716737379	SFTPC
HDX	0.0965117247074711	1.79448928591422	SFTPC
HELT	0.115366840207552	8.18005762874168	SFTPC
HES1	0.103252899802494	6.89232804226359	SFTPC
HES2	0.0690542010105428	7.41159153003362	SFTPC
HES4	0.156638729006843	5.82601046334185	SFTPC
HES5	0.0781232246861243	3.19663948481269	SFTPC
HES6	0.0939573293553897	4.72915297720983	SFTPC
HES7	0.0821433298720493	10.0877009331708	SFTPC
HESX1	0.0887807108718149	4.39525210615413	SFTPC
HEY1	0.0673815041488105	6.18831015595263	SFTPC
HEY2	0.0784336495151342	6.86181047931506	SFTPC
HEYL	0.0719689317392055	1.45224305010869	SFTPC
HHEX	0.105221895352543	7.28093153945487	SFTPC
HIC1	0.107310113717838	5.25723191351518	SFTPC
HIC2	0.0631641403728406	8.22055509050822	SFTPC
HIF1A	0.0771739128929395	0.342327232571436	SFTPC
HIF3A	0.0886309635343654	4.05857588266978	SFTPC
HINFP	0.080013682076036	1.20718202329333	SFTPC
HIVEP1	0.0738427566418523	1.82375472737176	SFTPC
HIVEP2	0.077339285084959	2.91787954821618	SFTPC
HIVEP3	0.0722292173916237	0.300028852298365	SFTPC
HKR1	0.0774014752466221	4.30735382534435	SFTPC
HLF	0.385171892705969	8.81851729273393	SFTPC
HLX	0.0754531372113398	2.175395201337	SFTPC
HMBOX1	0.0738146328945156	2.64636457299739	SFTPC
HMG20A	0.0848585461919613	7.09920282148624	SFTPC
HMG20B	0.124342244209876	2.93541687921673	SFTPC
HMGA1	0.147107177832234	6.38620905322026	SFTPC
HMGA2	0.0679531568476974	4.0640437778931	SFTPC
HMGN3	0.0946178276523839	11.1658489758953	SFTPC
HMX1	0.0730118427829909	0.38353483037822	SFTPC
HMX3	0.0814208764281459	2.83948909955808	SFTPC
HNF1A	0.076871086774898	0.0108405959902031	SFTPC
HNF1B	0.535302747760544	24.5840478491613	SFTPC
HNF4A	0.0612674653553393	0.710602319207593	SFTPC
HNF4G	0.0788053842869686	0.479892619610585	SFTPC
HOMEZ	0.0924293776890299	13.7256164614907	SFTPC
HOXA1	0.0711715226698095	2.83498929796742	SFTPC
HOXA10	0.0891104055673345	2.78327271971513	SFTPC
HOXA11	0.082544321463002	1.52470760381588	SFTPC
HOXA13	0.0894087546031369	2.33549490095004	SFTPC
HOXA2	0.0876472226815129	1.17263854252739	SFTPC
HOXA3	0.0742514143411239	0.980931294664217	SFTPC
HOXA4	0.0776058459344949	5.71526775460985	SFTPC
HOXA5	0.0793036103770533	2.69737113001038	SFTPC
HOXA6	0.083750987270335	1.84029893264838	SFTPC
HOXA7	0.0890643795598225	0.168158811955743	SFTPC
HOXA9	0.0831791188616462	5.61855597516905	SFTPC
HOXB1	0.0640340030276144	1.54137847012361	SFTPC
HOXB13	0.0854471923805491	0.725279069000505	SFTPC
HOXB2	0.0888027370124141	9.20011684140598	SFTPC
HOXB3	0.0776714853081714	4.59972629963011	SFTPC
HOXB4	0.0783558441334309	7.19205233185605	SFTPC
HOXB5	0.0597851405303172	6.47872231464112	SFTPC
HOXB6	0.0705906447892853	3.62590493211493	SFTPC
HOXB7	0.0779187155366277	0.506659583061934	SFTPC
HOXB8	0.0973686556118982	5.32381493058112	SFTPC
HOXB9	0.0882602744625558	1.20807481315665	SFTPC
HOXC10	0.0875105093189803	1.77362558106721	SFTPC
HOXC11	0.076361285665675	0.0962447320731333	SFTPC
HOXC12	0.0826529532637611	0.272925364825533	SFTPC
HOXC13	0.0785507719390166	0.343166737263175	SFTPC
HOXC4	0.0741229110348292	2.63785511409637	SFTPC
HOXC5	0.0878866441376989	0.934407630286034	SFTPC
HOXC6	0.0775349866718505	1.83811538355826	SFTPC
HOXC8	0.111669515155758	1.07014119329424	SFTPC
HOXC9	0.0792741630546387	1.09189237169654	SFTPC
HOXD1	6.98840718417002	31.0279600097083	SFTPC
HOXD10	0.093769927316733	4.10855421405688	SFTPC
HOXD13	0.0769450974000665	0.335046970790646	SFTPC
HOXD3	0.0768377697916603	2.70850637065312	SFTPC
HOXD4	0.0739480989932189	1.24702251792211	SFTPC
HOXD8	0.1029771710286	2.31835730231845	SFTPC
HOXD9	0.106078105532134	1.21785716248222	SFTPC
HSF1	0.173863246980936	1.73720378759328	SFTPC
HSF2	0.0888823186004372	4.98737027495703	SFTPC
HSF4	0.0796118440560818	5.46256657753588	SFTPC
HSF5	0.106041783258746	3.88835433989028	SFTPC
HSFX1	0.0931827601174844	1.21044460751319	SFTPC
HSFX2	0.0721658389891658	1.55714800958554	SFTPC
HSFY2	0.0681247089149241	2.39079159979923	SFTPC
IKZF1	0.0919824697336348	2.36792832267088	SFTPC
IKZF2	0.104895341949322	3.2339165421661	SFTPC
IKZF3	0.100602159074749	5.37105458614413	SFTPC
IKZF4	0.0785287136397023	10.9151896625944	SFTPC
IKZF5	0.113565732254302	2.08690825179141	SFTPC
INSM1	0.0726310391585571	1.75036302248651	SFTPC
INSM2	0.090474680944661	7.92856423126502	SFTPC
IRF1	0.0959540383585186	5.93117120348549	SFTPC
IRF2	0.0736758748330189	1.5287534145118	SFTPC
IRF3	0.0871590063052571	0.0357858495208111	SFTPC
IRF4	0.0721667119863818	6.81959825492135	SFTPC
IRF5	0.128012037584446	11.094132395638	SFTPC
IRF6	0.0639384651902279	13.8265252989674	SFTPC
IRF7	0.0743012171849771	4.18466041770055	SFTPC
IRF8	0.738319168471038	15.5910217666792	SFTPC
IRF9	0.081442462068888	3.23648283790398	SFTPC
IRX1	0.238902983830442	21.19802519049	SFTPC
IRX2	1.25671428643893	20.1716829484082	SFTPC
IRX3	0.333765163520468	25.0836166655569	SFTPC
IRX4	0.0706124364205888	0.295236378956715	SFTPC
IRX5	0.200289065558171	22.3153694081539	SFTPC
IRX6	32.3726287233449	32.5111105042775	SFTPC
ISL1	0.0819148819944768	1.10624851668541	SFTPC
ISL2	0.0869602408628472	2.37616195169117	SFTPC
ISX	0.0771991399834199	2.95132390842743	SFTPC
JAZF1	0.0810360334236276	2.11265667737289	SFTPC
JDP2	0.075143658560088	7.42571935358005	SFTPC
JRK	0.0889051661995246	8.00226178118019	SFTPC
JRKL	0.100741572930109	0.938527067678988	SFTPC
JUN	0.0730448609681676	0.88943336760475	SFTPC
JUNB	0.0882720034299677	1.50423198948459	SFTPC
JUND	0	2.05276637257825	SFTPC
KAT7	0.0732736439950871	9.94980705138329	SFTPC
KCMF1	0.0833542567460578	4.26554944219478	SFTPC
KCNIP3	0.133947366836045	1.10009309348029	SFTPC
KDM2A	0.0714487105249678	3.848136738607	SFTPC
KDM2B	0.0862107547103364	7.75056378921499	SFTPC
KDM5B	0.0730722703336844	0.925394655305655	SFTPC
KIN	0.112158402530829	3.3734406670862	SFTPC
KLF1	0.0818902182215799	0.401636581292789	SFTPC
KLF10	0.0857504664654406	5.50312332502018	SFTPC
KLF11	0.0878811849104442	7.89459056297804	SFTPC
KLF12	0.0768726445620627	3.12800414866854	SFTPC
KLF13	0.110082758837144	18.8729664731221	SFTPC
KLF14	0.0622792374570382	3.27201987945562	SFTPC
KLF15	0.0729947906280471	11.9857173391028	SFTPC
KLF16	0.0908130433217534	4.36009990982716	SFTPC
KLF17	0.0802489777730792	4.56239001201943	SFTPC
KLF2	0.098924349848851	7.30055604031417	SFTPC
KLF3	0.0847752034110461	6.4601175496718	SFTPC
KLF4	0.0609678871945098	11.3890752821979	SFTPC
KLF5	0.093388694023835	19.1144914252976	SFTPC
KLF6	0.0947275082731589	9.32465130023841	SFTPC
KLF7	0.0896988144504039	2.42949302762736	SFTPC
KLF8	0.0854325483656211	5.07797459358295	SFTPC
KLF9	0.0743673803001867	2.09902989655852	SFTPC
KMT2A	0.0891379090730002	1.58188736389805	SFTPC
KMT2B	0.07222250230862	6.08739359806184	SFTPC
L3MBTL1	0.101646516459072	1.23755882906334	SFTPC
L3MBTL3	0.0794292248518591	2.54154965438336	SFTPC
L3MBTL4	0.120370109247101	4.98924542936025	SFTPC
LBX1	0.0922484263073321	7.74221403037853	SFTPC
LBX2	0.166472295821664	1.86984832462023	SFTPC
LCOR	0.116999991033065	2.33807169655953	SFTPC
LCORL	0.0870331786811998	2.2278567454513	SFTPC
LEF1	0.0776605392523044	4.96167557017877	SFTPC
LHX1	0.0763157511419681	1.24959007843226	SFTPC
LHX2	0.0734426559439227	1.54727933337827	SFTPC
LHX3	0.0673319866507532	2.28381146246642	SFTPC
LHX4	0.153390242281992	8.14282027112618	SFTPC
LHX5	0.0819044540154087	1.71926991028071	SFTPC
LHX6	0.084039163858996	1.90076572513867	SFTPC
LHX8	0.0819899442856788	0.815099823898153	SFTPC
LHX9	0.0581359402175084	7.79543041384319	SFTPC
LIN28A	0.100565850383081	2.62901335545508	SFTPC
LIN28B	0.0829769176265864	2.70032861612147	SFTPC
LIN54	0.078090448222282	6.32860012771918	SFTPC
LMX1A	0.148079628491038	3.27328526505519	SFTPC
LMX1B	0.0663338337008192	3.15571929096847	SFTPC
LTF	0.0584205883443205	2.92830444941494	SFTPC
LYL1	0.079740462918156	5.97665762856725	SFTPC
MAF	0.0915692365265726	2.7617818946366	SFTPC
MAFA	0.0670221520161693	4.91262239608159	SFTPC
MAFB	0.0993974728422313	13.6297533421898	SFTPC
MAFF	0.0819210989564266	3.65951844634781	SFTPC
MAFG	0.0770259604238181	2.52927310711006	SFTPC
MAFK	0.0888396747394414	2.17613728699112	SFTPC
MAX	0.0933727893756064	6.15163900287075	SFTPC
MAZ	0.102665807944335	8.45654499618079	SFTPC
MBD1	0.0796729112510519	2.54289248236195	SFTPC
MBD2	0.0911412152877481	4.85449755041861	SFTPC
MBD3	0.0698597590359557	7.74606017463277	SFTPC
MBD4	0.0877466898113512	6.82639699933337	SFTPC
MBD6	0.0907349431925197	10.037788017323	SFTPC
MBNL2	0.0774792318594969	2.52071840968533	SFTPC
MECOM	0.11618743917195	15.1761803672934	SFTPC
MECP2	0.106396584251358	3.8797347877552	SFTPC
MEF2A	0.105730724598549	2.05379656719366	SFTPC
MEF2B	0.0971050159811628	3.85784493269653	SFTPC
MEF2C	0.081522959695745	4.65921154052596	SFTPC
