Variable	varimp	gene
CREM	0.0380971182452637	SFTPC
ZNF248	0.0512658661618971	SFTPC
ZNF25	0.0305601630681043	SFTPC
ZNF33A	0.0270483576885046	SFTPC
ZNF37A	0.0268464274144791	SFTPC
ZNF33B	0.0226805574977467	SFTPC
ZNF487	0.0481385076275489	SFTPC
ZNF239	0.0423691443591893	SFTPC
ZNF485	0.0340161605271929	SFTPC
ZNF32	0.028456941255967	SFTPC
ZNF22	0.0315172402213421	SFTPC
ZNF488	0.0123385271179409	SFTPC
DRGX	0.0339882561417196	SFTPC
ARID5B	0.0328872845211557	SFTPC
ZNF365	0.0341725306624495	SFTPC
EGR2	0.086139742426779	SFTPC
ATOH7	0.0441937268510761	SFTPC
TET1	0.0386640341439064	SFTPC
NEUROG3	0.0189978597097149	SFTPC
ZNF503	0.0247990624552158	SFTPC
HHEX	0.0330860087345257	SFTPC
ZNF518A	0.0641843781580299	SFTPC
LCOR	0.0273462692570359	SFTPC
NKX2_3	0.0333712094702669	SFTPC
PAX2	0.0212153268596745	SFTPC
TLX1	0.0252827119350738	SFTPC
LBX1	0.021329525410679	SFTPC
PITX3	0.0236675085445056	SFTPC
NFKB2	0.031196031803701	SFTPC
PCGF6	0.0241990263746531	SFTPC
MXI1	0.0321249339509005	SFTPC
TCF7L2	0.075918723551937	SFTPC
VAX1	0.0525293892627959	SFTPC
EMX2	0.0282990806237369	SFTPC
IKZF5	0.0278744811360289	SFTPC
HMX3	0.0432983278251933	SFTPC
NKX1_2	0.0115012427711683	SFTPC
FOXI2	0.0166248561492214	SFTPC
EBF3	0.0294652977102187	SFTPC
NKX6_2	0.0243040416745207	SFTPC
VENTX	0.0308650503685229	SFTPC
ZNF511	0.0304086428689371	SFTPC
IRF7	0.034759515948194	SFTPC
DEAF1	0.0270801477499032	SFTPC
ASCL2	0.0296719051494244	SFTPC
ZNF195	0.0209951215180403	SFTPC
ZNF215	0.0254915669051245	SFTPC
ZNF214	0.0283541253000257	SFTPC
ASCL3	0.044146330524279	SFTPC
ZNF143	0.0223794284004742	SFTPC
ZBED5	0.0247362580935459	SFTPC
TEAD1	0.0270650416943229	SFTPC
ARNTL	0.0169133561107654	SFTPC
SOX6	0.0354473551008127	SFTPC
MYOD1	0.0310588978512927	SFTPC
E2F8	0.0441894522434447	SFTPC
PRMT3	0.0354648515244967	SFTPC
PAX6	0.0322565153946626	SFTPC
WT1	0.0425751813998358	SFTPC
ELF5	1.0736434530435	SFTPC
EHF	0.135892740787671	SFTPC
RAG1	0.0217278188797935	SFTPC
ALX4	0.0661773730715541	SFTPC
PHF21A	0.0323057717326682	SFTPC
CREB3L1	0.0244219617289358	SFTPC
ZNF408	0.0243926371910839	SFTPC
NR1H3	0.0383491350041502	SFTPC
SPI1	0.0359661306110942	SFTPC
ZFP91	0.0311877568223069	SFTPC
MYRF	0.106275980766211	SFTPC
ZBTB3	0.0271433063837141	SFTPC
C11orf95	0.0293457141024173	SFTPC
ESRRA	0.0256213924344136	SFTPC
BATF2	0.0328459916300143	SFTPC
TIGD3	0.0390462865907869	SFTPC
RELA	0.0254659955812724	SFTPC
OVOL1	0.0675181998805223	SFTPC
FOSL1	0.0273434353195799	SFTPC
DRAP1	0.0211915145016643	SFTPC
NPAS4	0.0252535401353345	SFTPC
KDM2A	0.0260310661143079	SFTPC
TBX10	0.0256674819472705	SFTPC
ZNF705E	0.0211510611194338	SFTPC
PHOX2A	0.0198528802218205	SFTPC
THAP12	0.0278721680409866	SFTPC
CREBZF	0.0292208800966148	SFTPC
JRKL	0.0237159170535682	SFTPC
PGR	0.0203281006444636	SFTPC
MSANTD4	0.0266344796070595	SFTPC
POU2AF1	0.00645182971495867	SFTPC
ZBTB16	0.0391642342919767	SFTPC
KMT2A	0.0350540247676482	SFTPC
FOXR1	0.0257536599208466	SFTPC
HINFP	0.0341363813369924	SFTPC
POU2F3	0.796289263724735	SFTPC
ZNF202	0.0265906088860363	SFTPC
PKNOX2	0.0331185133136316	SFTPC
ETS1	0.021400680065145	SFTPC
FLI1	0.0299094052470742	SFTPC
BARX2	0.0320255378009403	SFTPC
PRDM10	0.0245553911960762	SFTPC
ZBTB44	0.0270483576885046	SFTPC
THYN1	0.0281340965317881	SFTPC
FOXM1	0.0170482580076162	SFTPC
TEAD4	0.0387454356287002	SFTPC
ZNF384	0.0268124176427267	SFTPC
NANOG	0.0263446574741113	SFTPC
FOXJ2	0.0270483576885046	SFTPC
ZNF705A	0.0117444426365736	SFTPC
YBX3	0.0299170154893563	SFTPC
ETV6	0.0261777876640097	SFTPC
CREBL2	0.0301579340766253	SFTPC
AEBP2	0.0274910104338709	SFTPC
SOX5	0.0324310256808108	SFTPC
BHLHE41	0.0471060570795789	SFTPC
ARNTL2	0.0516180487732929	SFTPC
DBX2	0.0212328504512444	SFTPC
ARID2	0.0270483576885046	SFTPC
VDR	0.0352412663198549	SFTPC
ZNF641	0.0270483576885046	SFTPC
ATF1	0.0270483576885046	SFTPC
CSRNP2	0.0266608909389111	SFTPC
TFCP2	0.0270483576885046	SFTPC
POU6F1	0.0277194766206758	SFTPC
NR4A1	0.0291550924997482	SFTPC
ZNF740	0.025542129619533	SFTPC
RARG	0.039985396817565	SFTPC
SP7	0.0153962742990896	SFTPC
SP1	0.0243103633812968	SFTPC
ATF7	0.0324025719531859	SFTPC
HOXC13	0.021698334709168	SFTPC
HOXC12	0.0242892963546603	SFTPC
HOXC11	0.0313771085614151	SFTPC
HOXC10	0.0169678387622884	SFTPC
HOXC6	0.0545215392774288	SFTPC
HOXC9	0.03082406999487	SFTPC
HOXC8	0.0530895178867268	SFTPC
HOXC5	0.0277915365525172	SFTPC
HOXC4	0.0341349829502149	SFTPC
NFE2	0.0288388640548378	SFTPC
ZNF385A	0.0234847975615123	SFTPC
NEUROD4	0.0409030409669421	SFTPC
IKZF4	0.0361050418342574	SFTPC
PA2G4	0.02754169155405	SFTPC
STAT2	0.0283759671265455	SFTPC
BAZ2A	0.0324011732870903	SFTPC
ZBTB39	0.0247611907936077	SFTPC
STAT6	0.030697164683897	SFTPC
GLI1	0.0374177623439548	SFTPC
DDIT3	0.0541180106628507	SFTPC
MBD6	0.0270483576885046	SFTPC
HMGA2	0.0172633946652251	SFTPC
MYRFL	0.0276971184605444	SFTPC
THAP2	0.0335791517965373	SFTPC
E2F7	0.0299017392384581	SFTPC
MYF6	0.0169062404736378	SFTPC
ALX1	0.0173491524674384	SFTPC
EEA1	0.0117532929998207	SFTPC
NR2C1	0.025371927499135	SFTPC
ELK3	0.0189948362334922	SFTPC
NR1H4	0.0395643272930634	SFTPC
SPIC	0.0689283649729239	SFTPC
ASCL1	0.0250479546661719	SFTPC
NFYB	0.0294754116459917	SFTPC
RFX4	0.00977303526334573	SFTPC
MTERF2	0.013895409129942	SFTPC
PRDM4	0.0273483310837898	SFTPC
ASCL4	0.0281773103606297	SFTPC
FOXN4	0.033201801480558	SFTPC
CUX2	0.00760405088259351	SFTPC
TRAFD1	0.0487130938563791	SFTPC
LHX5	0.0295004054819263	SFTPC
TBX5	0.0237637887508864	SFTPC
TBX3	0.019588339709988	SFTPC
HNF1A	0.0197414518723765	SFTPC
KDM2B	0.0263197546764927	SFTPC
MLXIP	0.0272884651600396	SFTPC
ZNF664	0.0270483576885046	SFTPC
ZNF605	0.0253363396828935	SFTPC
ZNF26	0.0270616907171929	SFTPC
ZNF84	0.0275518983648591	SFTPC
ZNF140	0.0270483576885046	SFTPC
ZNF891	0.030847574192441	SFTPC
ZNF10	0.0267310082992148	SFTPC
ZNF268	0.0257057017405369	SFTPC
ANHX	0.0314870589141591	SFTPC
GTF3A	0.0325591817054111	SFTPC
CDX2	0.0128128975639115	SFTPC
SOHLH2	0.0292992436707336	SFTPC
SMAD9	0.0233756163275665	SFTPC
FOXO1	0.0351544574666419	SFTPC
ELF1	0.0237059971534203	SFTPC
TSC22D1	0.033112018231615	SFTPC
SETDB2	0.0299999610538876	SFTPC
DACH1	0.0260686626774096	SFTPC
KLF5	0.034994725519768	SFTPC
KLF12	0.0293475599933966	SFTPC
POU4F1	0.0380674297440863	SFTPC
SOX21	0.033305246309513	SFTPC
DZIP1	0.0345635991896301	SFTPC
MBNL2	0.0267367746048417	SFTPC
ZIC5	0.0129221968995958	SFTPC
ZIC2	0.0175528876205009	SFTPC
SOX1	0.0389558527086302	SFTPC
TFDP1	0.0273747564652972	SFTPC
CHAMP1	0.0249885592432219	SFTPC
ZNF219	0.0345855929806867	SFTPC
SALL2	0.0165391699510251	SFTPC
CEBPE	0.0286694658905425	SFTPC
HOMEZ	0.0339752594241439	SFTPC
ZFHX2	0.068579673134422	SFTPC
NRL	0.0633662842024281	SFTPC
IRF9	0.0276873091924248	SFTPC
NFATC4	0.068239442189881	SFTPC
FOXG1	0.0274186501889791	SFTPC
NPAS3	0.0167978003701704	SFTPC
INSM2	0.027441953950512	SFTPC
NKX2_1	12.2227936979641	SFTPC
NKX2_8	0.0504408780807238	SFTPC
PAX9	0.0277591382462137	SFTPC
FOXA1	0.0347659704429191	SFTPC
TBPL2	0.00679744350437836	SFTPC
OTX2	0.0163070164937007	SFTPC
SIX6	0.0391129990320486	SFTPC
SIX1	0.0272270052414149	SFTPC
SIX4	0.0271857148667993	SFTPC
HIF1A	0.0270746934641	SFTPC
ESR2	0.0288284941092172	SFTPC
ZBTB25	0.0433179363433734	SFTPC
ZBTB1	0.0224201920555655	SFTPC
MAX	0.0297789622465485	SFTPC
DPF3	0.0302964175318752	SFTPC
ZNF410	0.0380106398940159	SFTPC
VSX2	0.0484179866167661	SFTPC
PROX2	0.0378244051421909	SFTPC
FOS	0.0208423025157735	SFTPC
JDP2	0.0257999985889294	SFTPC
BATF	0.0396730006186489	SFTPC
ESRRB	0.0338673811466628	SFTPC
FOXN3	0.0116597484378952	SFTPC
GSC	0.025712509412671	SFTPC
BCL11B	0.0249695375354879	SFTPC
YY1	0.0246144717561679	SFTPC
ZBTB42	0.0460689752048442	SFTPC
KLF13	0.0412346145603771	SFTPC
ZNF770	0.0284952589344879	SFTPC
NANOGP8	0.0537507035622962	SFTPC
MEIS2	0.0306672472464724	SFTPC
MGA	0.026841967658962	SFTPC
ZSCAN29	0.0270483576885046	SFTPC
ONECUT1	0.0223580794938642	SFTPC
RFX7	0.0273853859972188	SFTPC
ZNF280D	0.0238775847504534	SFTPC
TCF12	0.0235642723831029	SFTPC
FOXB1	0.0103694286429592	SFTPC
RORA	0.0246696589578876	SFTPC
ZNF609	0.0192349495415721	SFTPC
SNAPC5	0.0272250154030084	SFTPC
SMAD3	0.0305839055581012	SFTPC
SKOR1	0.0286814230407759	SFTPC
THAP10	0.02628309726644	SFTPC
NR2E3	0.0429467652609978	SFTPC
ARID3B	0.0264263079820855	SFTPC
ISL2	0.025268720431568	SFTPC
HMG20A	0.0283118874127199	SFTPC
ARNT2	0.0210470801524018	SFTPC
CPEB1	0.0965365239888645	SFTPC
BNC1	0.0238021235231553	SFTPC
ZSCAN2	0.0219692028173359	SFTPC
ZNF592	0.0271188137664352	SFTPC
MESP1	0.0408266116498116	SFTPC
MESP2	0.017272476030131	SFTPC
ZNF710	0.0441805566955978	SFTPC
ZNF774	0.0518125430705521	SFTPC
NR2F2	0.025428505942891	SFTPC
MEF2A	0.0260164083535027	SFTPC
SOX8	0.0254851530761409	SFTPC
ZNF598	0.0300274759465752	SFTPC
E4F1	0.0270398579012804	SFTPC
FLYWCH1	0.0380806576776616	SFTPC
ZSCAN10	0.0287594092359246	SFTPC
ZNF205	0.0270483576885046	SFTPC
ZNF213	0.0262107984211176	SFTPC
ZNF200	0.0237567897047497	SFTPC
ZNF263	0.0283619089978513	SFTPC
TIGD7	0.0303196098097875	SFTPC
ZNF75A	0.0115756038120956	SFTPC
ZSCAN32	0.0249093889028022	SFTPC
ZNF174	0.0286305093024887	SFTPC
ZNF597	0.0282486923271335	SFTPC
TFAP4	0.0260211928246376	SFTPC
GLIS2	0.0295822207962556	SFTPC
ZNF500	0.019804326722227	SFTPC
GLYR1	0.0270483576885046	SFTPC
ZKSCAN2	0.0264516512220923	SFTPC
MAZ	0.0283744785755923	SFTPC
TBX6	0.127585353393241	SFTPC
ZNF48	0.030279991093299	SFTPC
ZNF771	0.0253023499041077	SFTPC
ZNF768	0.0288384417743141	SFTPC
ZNF747	0.0387399348566994	SFTPC
ZNF764	0.0270483576885046	SFTPC
ZNF688	0.0305210896618627	SFTPC
ZNF785	0.039031656410696	SFTPC
ZNF689	0.0273447508171648	SFTPC
SRCAP	0.0277166420323529	SFTPC
ZNF629	0.0291124050356892	SFTPC
FBXL19	0.0278873741348959	SFTPC
ZNF668	0.0324966809607027	SFTPC
ZNF646	0.0270483576885046	SFTPC
ZNF843	0.0195797439576444	SFTPC
ZNF267	0.0365394022260189	SFTPC
ZNF423	0.0353694754060476	SFTPC
SALL1	0.0210132546086505	SFTPC
IRX3	0.408936963561038	SFTPC
IRX5	0.159008062216602	SFTPC
IRX6	15.3615160461815	SFTPC
ZNF319	0.0274174272900701	SFTPC
TERB1	0.0321854859685558	SFTPC
HSF4	0.023417937138631	SFTPC
E2F4	0.0290763564514052	SFTPC
CTCF	0.0270483576885046	SFTPC
CENPT	0.0290204421311028	SFTPC
THAP11	0.112205243264055	SFTPC
NFATC3	0.0222388361957375	SFTPC
ZFP90	0.0270483576885046	SFTPC
TERF2	0.0270483576885046	SFTPC
NFAT5	0.0414328544824715	SFTPC
ZNF23	0.0336037740757465	SFTPC
ZNF19	0.0232434083038274	SFTPC
ZNF821	0.0278045806049092	SFTPC
ZFHX3	0.0438906678978061	SFTPC
ZFP1	0.0270483576885046	SFTPC
MAF	0.0237149305059029	SFTPC
ATMIN	0.0270483576885046	SFTPC
IRF8	0.34162660468472	SFTPC
FOXF1	0.0283460982621243	SFTPC
FOXC2	0.0261575374219913	SFTPC
FOXL1	0.0379374409589636	SFTPC
ZNF469	0.0310658281299309	SFTPC
ZFPM1	0.0238035682906797	SFTPC
SNAI3	0.0266134978678774	SFTPC
ZNF778	0.0315849280909651	SFTPC
ZNF276	0.0284115241971858	SFTPC
CENPBD1	0.02154823720055	SFTPC
BHLHA9	0.0313246994982633	SFTPC
HIC1	0.0269998421489198	SFTPC
SGSM2	0.0155237715072244	SFTPC
MNT	0.0302042369356092	SFTPC
CAMTA2	0.0264012677906081	SFTPC
ZFP3	0.0269635044549444	SFTPC
ZNF232	0.028540299336398	SFTPC
ZNF594	0.0268792024126078	SFTPC
BCL6B	0.0202143814342145	SFTPC
YBX2	0.0245399842384553	SFTPC
ZBTB4	0.0227865024139925	SFTPC
SOX15	0.0152472949092507	SFTPC
TP53	0.053939036862482	SFTPC
HES7	0.0277992879581756	SFTPC
ZNF18	0.0516316786709261	SFTPC
ZNF286A	0.0445972272524159	SFTPC
ZNF287	0.0337910543193886	SFTPC
ZNF624	0.0281455782679909	SFTPC
SREBF1	0.0404987550079876	SFTPC
ZNF286B	0.0337560371026689	SFTPC
SEBOX	0.032147285416221	SFTPC
FOXN1	0.0152428020510594	SFTPC
ZNF207	0.0258874679966597	SFTPC
ZNF830	0.0270483576885046	SFTPC
LHX1	0.0247923994152922	SFTPC
HNF1B	0.287927864741011	SFTPC
PCGF2	0.0261595310919903	SFTPC
NEUROD2	0.0102406806243876	SFTPC
IKZF3	0.0399566234426837	SFTPC
THRA	0.0376060194811435	SFTPC
NR1D1	0.0126748998825677	SFTPC
RARA	0.0455345761608044	SFTPC
ZNF385C	0.0209593575435017	SFTPC
STAT5B	0.0373669380816409	SFTPC
STAT5A	0.0247808726907162	SFTPC
STAT3	0.033919864971361	SFTPC
MLX	0.0266895194816055	SFTPC
ETV4	0.0309976825274701	SFTPC
MEOX1	0.0247530720093654	SFTPC
TBX21	0.0256734339602678	SFTPC
SP6	0.0237402380242573	SFTPC
SP2	0.0237233597931722	SFTPC
NFE2L1	0.0270483576885046	SFTPC
HOXB1	0.0262987052837068	SFTPC
HOXB2	0.0539050798064997	SFTPC
HOXB3	0.0307553271573143	SFTPC
HOXB4	0.0218999207065517	SFTPC
HOXB5	0.0252098175510775	SFTPC
HOXB6	0.0262713492138645	SFTPC
HOXB7	0.0279506162211382	SFTPC
HOXB8	0.0298399318339506	SFTPC
HOXB9	0.0270485651526416	SFTPC
HOXB13	0.0472300763334227	SFTPC
ZNF652	0.0262671429957272	SFTPC
KAT7	0.0270483576885046	SFTPC
DLX4	0.030981317769981	SFTPC
DLX3	0.0530286929907839	SFTPC
NME2	0.0651710823880467	SFTPC
HLF	0.141942291473756	SFTPC
VEZF1	0.0277557468615033	SFTPC
HSF5	0.0317655094252977	SFTPC
TBX2	0.0214655713331865	SFTPC
TBX4	0.0299008311980149	SFTPC
BPTF	0.0270483576885046	SFTPC
SOX9	0.028894048348576	SFTPC
FOXJ1	0.0195279544902879	SFTPC
CBX2	0.0307684704873091	SFTPC
MAFG	0.0275513273616701	SFTPC
CENPX	0.029465438350114	SFTPC
FOXK2	0.0286130777088399	SFTPC
ZNF750	0.910797981369345	SFTPC
TGIF1	0.0342748701533409	SFTPC
ZBTB14	0.0116381573881894	SFTPC
L3MBTL4	0.0265584065392422	SFTPC
ZNF519	0.0424984442485605	SFTPC
GATA6	0.0224747732544616	SFTPC
ZNF521	0.0524621056619895	SFTPC
ZNF397	0.0260761328365588	SFTPC
ZSCAN30	0.0270483576885046	SFTPC
ZNF24	0.0270483576885046	SFTPC
ZNF396	0.0313431681919387	SFTPC
SETBP1	0.0348659942400842	SFTPC
ZBTB7C	0.0294884580746386	SFTPC
MBD1	0.0270483576885046	SFTPC
CXXC1	0.0270483576885046	SFTPC
SMAD4	0.0270483576885046	SFTPC
MBD2	0.0279514494899999	SFTPC
TCF4	0.024425337552057	SFTPC
ONECUT2	0.0182342172370148	SFTPC
ZNF532	0.0353571053883978	SFTPC
RAX	0.0261869689828995	SFTPC
ZNF407	0.0268965713481815	SFTPC
TSHZ1	0.0270483576885046	SFTPC
ZNF516	0.0277635354448776	SFTPC
ZNF236	0.0259059985752813	SFTPC
SALL3	0.0414837341216241	SFTPC
NFATC1	0.0352969708185102	SFTPC
ADNP2	0.0271147208569147	SFTPC
ARID3A	0.0616116373340408	SFTPC
MBD3	0.0168167857631304	SFTPC
TCF3	0.0270483576885046	SFTPC
ONECUT3	0.0220602190436049	SFTPC
KLF16	0.0334061115936047	SFTPC
DOT1L	0.0306931604115254	SFTPC
ZNF554	0.0291054881005736	SFTPC
ZNF555	0.030331199643428	SFTPC
ZNF556	0.0264000586152989	SFTPC
ZNF57	0.0147834493303704	SFTPC
ZNF77	0.025788549834942	SFTPC
NFIC	0.0272635577490582	SFTPC
HMG20B	0.0265013332262873	SFTPC
RAX2	0.0262215218929895	SFTPC
ZBTB7A	0.0270483576885046	SFTPC
CREB3L3	0.0220288224527258	SFTPC
SAFB2	0.0371009514636457	SFTPC
SAFB	0.0285987745907853	SFTPC
RFX2	0.0413462945155003	SFTPC
ZNF557	0.0270483576885046	SFTPC
ZNF358	0.0290004633565532	SFTPC
SNAPC2	0.0304474542776266	SFTPC
ZNF414	0.0266059385414959	SFTPC
ZNF558	0.0350741419669798	SFTPC
ZNF317	0.0270483576885046	SFTPC
ZNF699	0.0234699627647692	SFTPC
ZNF559	0.021355629805453	SFTPC
ZNF177	0.0207182796265084	SFTPC
ZNF266	0.0233744581903782	SFTPC
ZNF560	0.0374683414692797	SFTPC
ZNF426	0.0270016312275751	SFTPC
ZNF121	0.0425842009979415	SFTPC
ZNF561	0.0270433025114213	SFTPC
ZNF562	0.0298389534971763	SFTPC
ZNF846	0.0292168650946175	SFTPC
PIN1	0.02883421875316	SFTPC
DNMT1	0.0370536550662062	SFTPC
ZGLP1	0.0289094130743108	SFTPC
ZNF653	0.0227379830786177	SFTPC
ZNF627	0.0222801837022588	SFTPC
ZNF823	0.0271830873051394	SFTPC
ZNF441	0.0328765785721739	SFTPC
ZNF491	0.0270483576885046	SFTPC
ZNF440	0.0182842585472121	SFTPC
ZNF439	0.0353200423144813	SFTPC
ZNF69	0.0390880591301463	SFTPC
ZNF700	0.0249316996489067	SFTPC
ZNF763	0.0312995101089736	SFTPC
ZNF433	0.0331911462433473	SFTPC
ZNF878	0.0310029044812035	SFTPC
ZNF844	0.0316874476004212	SFTPC
ZNF788	0.0277402434335881	SFTPC
ZNF20	0.0270483576885046	SFTPC
ZNF625	0.0270555664006799	SFTPC
ZNF136	0.0269225589575154	SFTPC
ZNF44	0.0269817617029852	SFTPC
ZNF563	0.026309124072793	SFTPC
ZNF442	0.0345979845790119	SFTPC
ZNF799	0.0266169723866508	SFTPC
ZNF443	0.0296179445079578	SFTPC
ZNF709	0.042961956081377	SFTPC
ZNF564	0.029678717374479	SFTPC
ZNF490	0.026272517953098	SFTPC
ZNF791	0.0272973755717301	SFTPC
JUNB	0.0579533402812456	SFTPC
KLF1	0.0430584491495922	SFTPC
NFIX	0.0279934762978784	SFTPC
LYL1	0.0270483576885046	SFTPC
CC2D1A	0.0270483576885046	SFTPC
RFX1	0.0300349570465674	SFTPC
ZNF333	0.0326954363653143	SFTPC
AKAP8	0.0270483576885046	SFTPC
AKAP8L	0.0267739965868588	SFTPC
WIZ	0.0270483576885046	SFTPC
KLF2	0.0419684242107492	SFTPC
NR2F6	0.0269082550724312	SFTPC
JUND	0.0554433388176406	SFTPC
MEF2B	0.0437114333821853	SFTPC
GATAD2A	0.0200129596409374	SFTPC
PBX4	0.0270787285390895	SFTPC
ZNF101	0.0317529410964759	SFTPC
ZNF14	0.0274272023436921	SFTPC
ZNF506	0.0297139817239391	SFTPC
ZNF253	0.0270483576885046	SFTPC
ZNF93	0.0274740794215724	SFTPC
ZNF682	0.0266665272087587	SFTPC
ZNF90	0.0398506394525219	SFTPC
ZNF486	0.0293118990795771	SFTPC
ZNF737	0.0270483576885046	SFTPC
ZNF626	0.0290737812627265	SFTPC
ZNF66	0.0394807293520545	SFTPC
ZNF85	0.0266141529312531	SFTPC
ZNF430	0.0292589501280855	SFTPC
ZNF714	0.0262560545268624	SFTPC
ZNF431	0.0409796145692502	SFTPC
ZNF708	0.0270483576885046	SFTPC
ZNF493	0.0274559489724803	SFTPC
ZNF429	0.0249046236141272	SFTPC
ZNF100	0.0268842450490714	SFTPC
ZNF43	0.0184573448912086	SFTPC
ZNF208	0.120486380312627	SFTPC
ZNF257	0.0282737318184788	SFTPC
ZNF676	0.0457031370041461	SFTPC
ZNF729	0.0381423057458204	SFTPC
ZNF98	0.0241913000315332	SFTPC
ZNF492	0.0058784367131474	SFTPC
ZNF99	0.049263476564795	SFTPC
ZNF728	0.0443412676944396	SFTPC
ZNF730	0.0260477841460521	SFTPC
ZNF724	0.0348781983056947	SFTPC
ZNF91	0.0283822270559756	SFTPC
ZNF675	0.0263354593554438	SFTPC
ZNF681	0.0313656863038661	SFTPC
ZNF726	0.0525388806686989	SFTPC
ZNF254	0.032816242201662	SFTPC
ZNF536	0.0228668541184924	SFTPC
TSHZ3	0.0265343174020829	SFTPC
ZNF507	0.0344090936450018	SFTPC
CEBPA	17.5942309590275	SFTPC
CEBPG	0.0272111934805994	SFTPC
ZNF302	0.0283081365062211	SFTPC
ZNF181	0.0270483576885046	SFTPC
ZNF599	0.0270483576885046	SFTPC
ZNF30	0.0302855847001478	SFTPC
ZNF792	0.0200143715205203	SFTPC
USF2	0.0314400067737089	SFTPC
ETV2	0.0359719561879854	SFTPC
ZBTB32	0.0210428450667001	SFTPC
KMT2B	0.029497618317637	SFTPC
THAP8	0.0629335737075295	SFTPC
OVOL3	0.0295103710622394	SFTPC
ZNF565	0.026844411579408	SFTPC
ZNF146	0.0276180490394023	SFTPC
ZFP14	0.0269499537584431	SFTPC
ZFP82	0.0208744060901213	SFTPC
ZNF566	0.0386321197732172	SFTPC
ZNF260	0.0383244765698513	SFTPC
ZNF529	0.0256120782627622	SFTPC
ZNF382	0.0394146341952254	SFTPC
ZNF461	0.0259579957249957	SFTPC
ZNF567	0.0287971967981565	SFTPC
ZNF850	0.0290167996265553	SFTPC
ZNF790	0.0273779319926439	SFTPC
ZNF345	0.0270483576885046	SFTPC
ZNF829	0.026233487477352	SFTPC
ZNF568	0.0217619341556826	SFTPC
ZNF420	0.0270483576885046	SFTPC
ZNF585A	0.0270483576885046	SFTPC
ZNF585B	0.0270483576885046	SFTPC
ZNF383	0.0287816647531684	SFTPC
HKR1	0.0497587090472406	SFTPC
ZNF527	0.0276741524634165	SFTPC
ZNF569	0.0308419084518111	SFTPC
ZNF570	0.0270483576885046	SFTPC
ZNF793	0.0246659840072537	SFTPC
ZNF571	0.0274477166966532	SFTPC
ZNF540	0.0334865758796256	SFTPC
ZFP30	0.0270483576885046	SFTPC
ZNF781	0.225171683614059	SFTPC
ZNF607	0.0293583952359344	SFTPC
ZNF573	0.051753985246963	SFTPC
DPF1	0.0287917540501697	SFTPC
ZNF546	0.0272258837682385	SFTPC
ZNF780B	0.0663721194003057	SFTPC
ZNF780A	0.0311141641169411	SFTPC
DMRTC2	0.0300295042566669	SFTPC
ZNF574	0.0323845571601003	SFTPC
POU2F2	0.050841330191199	SFTPC
ZNF526	0.0264542254673579	SFTPC
ERF	0.0237504343686748	SFTPC
CIC	0.0272004487177161	SFTPC
ZNF575	0.0298384443727764	SFTPC
ZNF576	0.0270483576885046	SFTPC
ZNF428	0.0318938035130139	SFTPC
ZNF283	0.0258421490588604	SFTPC
ZNF404	0.0281778140078398	SFTPC
ZNF45	0.0270483576885046	SFTPC
ZNF221	0.0267245481084496	SFTPC
ZNF155	0.023688107812868	SFTPC
ZNF230	0.0474764701639582	SFTPC
ZNF222	0.0312091209003501	SFTPC
ZNF223	0.0273682577097787	SFTPC
ZNF284	0.0372220292359212	SFTPC
ZNF224	0.025393166949842	SFTPC
ZNF225	0.0270483576885046	SFTPC
ZNF234	0.0270483576885046	SFTPC
ZNF226	0.0288672397864318	SFTPC
ZNF227	0.0261649028104333	SFTPC
ZNF235	0.0296112602851084	SFTPC
ZNF233	0.0273706581761275	SFTPC
ZNF112	0.0263657366728393	SFTPC
ZNF285	0.0343413276382598	SFTPC
ZNF229	0.0256801609939582	SFTPC
ZNF180	0.0270483576885046	SFTPC
RELB	0.0413303585464378	SFTPC
ZNF296	0.0373570809474552	SFTPC
FOSB	0.0350930293291288	SFTPC
SIX5	0.0256418008231547	SFTPC
FOXA3	0.0436068195223269	SFTPC
MYPOP	0.040779831877938	SFTPC
HIF3A	0.0260894567647102	SFTPC
ARHGAP35	0.0299506565546442	SFTPC
NPAS1	0.032504244528854	SFTPC
MEIS3	0.0350591025393107	SFTPC
ZNF541	0.033964277771658	SFTPC
TPRX1	0.0531975341783528	SFTPC
CRX	0.0162498578823766	SFTPC
ZNF114	0.0322570966002207	SFTPC
DBP	0.0240432676746746	SFTPC
TEAD2	0.0282363736455096	SFTPC
PRR12	0.0270483576885046	SFTPC
IRF3	0.0264298575976357	SFTPC
ATF5	0.0282707889305772	SFTPC
ZNF473	0.0359124851045964	SFTPC
NR1H2	0.0418164404648736	SFTPC
SPIB	0.0311077234825784	SFTPC
ZNF175	0.0257262288626426	SFTPC
ZNF577	0.0257957887284559	SFTPC
ZNF649	0.0341806865371151	SFTPC
ZNF613	0.0272450583517613	SFTPC
ZNF350	0.0265450112669299	SFTPC
ZNF615	0.0231591330353131	SFTPC
ZNF614	0.0259084083437765	SFTPC
ZNF432	0.0223649187014416	SFTPC
ZNF841	0.0847238076961216	SFTPC
ZNF616	0.0270483576885046	SFTPC
ZNF836	0.0305805302078484	SFTPC
ZNF766	0.0375118098880453	SFTPC
ZNF480	0.0275607230554227	SFTPC
ZNF610	0.0333208923142362	SFTPC
ZNF880	0.0290820900456253	SFTPC
ZNF528	0.0274312741540044	SFTPC
ZNF534	0.028830057313858	SFTPC
