Variable	varimp	gene
NKX2_5	0.0133957808274342	SFTPC
MSX2	0.0163005892815928	SFTPC
ZNF346	0.0270483576885046	SFTPC
MXD3	0.035970524768207	SFTPC
ZNF354A	0.0303769139419129	SFTPC
ZNF354B	0.0270483576885046	SFTPC
ZFP2	0.029076785766932	SFTPC
ZNF454	0.0300423988469185	SFTPC
ZNF879	0.0246797827130969	SFTPC
ZNF354C	0.0143970280374061	SFTPC
ZFP62	0.0262315922945871	SFTPC
IRF4	0.0308920984845201	SFTPC
FOXQ1	0.0189584078741487	SFTPC
FOXF2	0.0281226462018939	SFTPC
FOXC1	0.0424415677931671	SFTPC
RREB1	0.0270483576885046	SFTPC
TFAP2A	0.0268599073129762	SFTPC
GCM2	0.0383285851621584	SFTPC
HIVEP1	0.0288759760033787	SFTPC
E2F3	0.0355047704587517	SFTPC
SOX4	0.0299351318811513	SFTPC
ZNF322	0.0266082654593929	SFTPC
ZNF391	0.0284061279618309	SFTPC
ZNF184	0.026223120774521	SFTPC
ZNF165	0.0435491522243518	SFTPC
ZSCAN16	0.0246684897670069	SFTPC
ZKSCAN8	0.0244267070456391	SFTPC
ZSCAN9	0.0279373243250722	SFTPC
ZKSCAN4	0.0295428987805426	SFTPC
ZSCAN26	0.0270483576885046	SFTPC
ZSCAN31	0.0375618144498053	SFTPC
ZKSCAN3	0.0263454844437107	SFTPC
ZSCAN12	0.0270483576885046	SFTPC
ZSCAN23	0.0351540840098886	SFTPC
ZBED9	0.0492451433320049	SFTPC
ZNF311	0.0324182987131348	SFTPC
ZFP57	0.0203125119818965	SFTPC
POU5F1	0.0157482009372102	SFTPC
ZBTB12	0.0279961790919081	SFTPC
ATF6B	0.0268392339547586	SFTPC
PBX2	0.0291717884372118	SFTPC
RXRB	0.0270483576885046	SFTPC
ZBTB22	0.120186801551921	SFTPC
PHF1	0.0837051371711307	SFTPC
HMGA1	0.0428952933828735	SFTPC
SPDEF	0.0831242749976849	SFTPC
ZNF76	0.0258945807147306	SFTPC
PPARD	0.0381413668853163	SFTPC
TEAD3	0.0247089872611926	SFTPC
ETV7	0.0461085797775074	SFTPC
NFYA	0.0219026940071334	SFTPC
FOXP4	0.039115682012172	SFTPC
TFEB	0.0341649682579503	SFTPC
TRERF1	0.0439916079470557	SFTPC
SRF	0.0283936687284456	SFTPC
ZNF318	0.0283036825554535	SFTPC
CDC5L	0.026346116396307	SFTPC
RUNX2	0.0281247258386233	SFTPC
TFAP2B	0.0498905646778378	SFTPC
GCM1	0.0256363406423831	SFTPC
ZNF451	0.0299343512710955	SFTPC
HMGN3	0.0266072726972437	SFTPC
TBX18	0.0328058278445971	SFTPC
ZNF292	0.0284076787316204	SFTPC
BACH2	0.0174435424735222	SFTPC
POU3F2	0.0293325300508692	SFTPC
PRDM13	0.0190913529566368	SFTPC
SIM1	0.0252536973861041	SFTPC
LIN28B	0.0193091258203539	SFTPC
PRDM1	0.0278798692750989	SFTPC
SCML4	0.0476240191190152	SFTPC
NR2E1	0.0209416741813681	SFTPC
FOXO3	0.0270483576885046	SFTPC
ZBTB24	0.0299391167158121	SFTPC
ZUFSP	0.0419747499574335	SFTPC
RFX6	0.0178534319065314	SFTPC
HSF2	0.0273547496606966	SFTPC
HEY2	0.0209618523023947	SFTPC
L3MBTL3	0.0305674254295793	SFTPC
TCF21	0.0196091487065697	SFTPC
TBPL1	0.0270483576885046	SFTPC
MYB	0.0276258678851104	SFTPC
HIVEP2	0.0293890785530665	SFTPC
PLAGL1	0.0319279508659918	SFTPC
ZBTB2	0.0284421361200356	SFTPC
ESR1	0.0675099737017385	SFTPC
T	0.0427490676852899	SFTPC
TBP	0.0265608776557231	SFTPC
UNCX	0.0260646094017042	SFTPC
MAFK	0.0361236038212072	SFTPC
FOXK1	0.029819219140297	SFTPC
RBAK	0.0241856092653853	SFTPC
ZNF853	0.0404552053581128	SFTPC
ZNF316	0.0243751780240081	SFTPC
ZNF12	0.0270483576885046	SFTPC
ETV1	0.0275880089721917	SFTPC
MEOX2	0.0420826344833917	SFTPC
AHR	0.0265663993568784	SFTPC
TWIST1	0.0240256618253029	SFTPC
SP8	0.0187774829059233	SFTPC
SP4	0.0317343050481666	SFTPC
NFE2L3	0.0295158391278573	SFTPC
HOXA1	0.015383934194202	SFTPC
HOXA2	0.0264875980402259	SFTPC
HOXA3	0.0292211038659216	SFTPC
HOXA4	0.0238845492382607	SFTPC
HOXA5	0.0279827083527988	SFTPC
HOXA6	0.0316962012619266	SFTPC
HOXA7	0.0563016968537828	SFTPC
HOXA9	0.0475974017072848	SFTPC
HOXA10	0.0153626044807682	SFTPC
HOXA11	0.0314730775040336	SFTPC
HOXA13	0.0525989148269245	SFTPC
JAZF1	0.0284579063087212	SFTPC
CREB5	0.0280292237922084	SFTPC
NEUROD6	0.0444150853111338	SFTPC
TBX20	0.0212984484145359	SFTPC
POU6F2	0.0207512538335651	SFTPC
GLI3	0.0232120118879113	SFTPC
AEBP1	0.0369288346534061	SFTPC
PURB	0.0270483576885046	SFTPC
IKZF1	0.0256180456340638	SFTPC
ZNF713	0.0322881142720923	SFTPC
ZNF716	0.0220175394422887	SFTPC
ZNF727	0.0720425289180859	SFTPC
ZNF736	0.0235816173943635	SFTPC
ZNF680	0.033378350966887	SFTPC
ZNF107	0.0262267555996938	SFTPC
ZNF138	0.0382648347106278	SFTPC
ZNF273	0.0319307795024243	SFTPC
ZNF117	0.0376309417360777	SFTPC
ZNF92	0.0275774784821098	SFTPC
MLXIPL	0.0253684129360818	SFTPC
GTF2IRD1	0.0348111032626125	SFTPC
GTF2I	0.0294044077322007	SFTPC
GTF2IRD2	0.103730541492249	SFTPC
GTF2IRD2B	0.0315219645399768	SFTPC
DMTF1	0.0270483576885046	SFTPC
ZNF804B	0.0353436536555438	SFTPC
MTERF1	0.0265217351536121	SFTPC
DLX6	0.0328238005760501	SFTPC
DLX5	0.0327776168066325	SFTPC
BHLHA15	0.0293408861971234	SFTPC
ZNF789	0.0268758122501302	SFTPC
ZNF394	0.0261789193236444	SFTPC
ZKSCAN5	0.0270483576885046	SFTPC
ZNF655	0.0243712179997708	SFTPC
ZSCAN25	0.0265373959797028	SFTPC
ZKSCAN1	0.0406933656055228	SFTPC
ZSCAN21	0.0263895061524415	SFTPC
ZNF3	0.0270483576885046	SFTPC
CUX1	0.0336724751278008	SFTPC
NFE4	0.0295935305888205	SFTPC
HBP1	0.0268589061001921	SFTPC
THAP5	0.0320963846762505	SFTPC
ZNF277	0.0258211614791173	SFTPC
FOXP2	0.0271054978397062	SFTPC
TFEC	0.0239636711571697	SFTPC
FEZF1	0.0240937249716866	SFTPC
ZNF800	0.0276991812554503	SFTPC
IRF5	0.0366966886559832	SFTPC
NRF1	0.0289594262082357	SFTPC
KLF14	0.0339167743076765	SFTPC
CHCHD3	0.0266971583792048	SFTPC
CREB3L2	0.024433307185705	SFTPC
ZNF786	0.0263720627846894	SFTPC
ZNF425	0.0330167828489986	SFTPC
ZNF398	0.029874051803371	SFTPC
ZNF282	0.0271139024645943	SFTPC
ZNF212	0.0272405912711066	SFTPC
ZNF783	0.0270483576885046	SFTPC
ZNF777	0.0273816907782384	SFTPC
ZNF746	0.0281599609843765	SFTPC
ZNF467	0.031534428791868	SFTPC
REPIN1	0.0270483576885046	SFTPC
ZNF775	0.0242318739230148	SFTPC
GBX1	0.052214223693875	SFTPC
EN2	0.0214188946891049	SFTPC
MNX1	0.0251737919355477	SFTPC
ZNF596	0.0211406085730161	SFTPC
SOX7	0.0217106408525062	SFTPC
GATA4	0.0263567150786789	SFTPC
EGR3	0.0325988924415109	SFTPC
NKX3_1	0.0334849715169201	SFTPC
EBF2	0.0245021022370715	SFTPC
ZNF395	0.0225714822072396	SFTPC
HMBOX1	0.0275761753681144	SFTPC
PURG	0.02322036438426	SFTPC
ZNF703	0.0234747840710807	SFTPC
BRF2	0.0267714280590382	SFTPC
ZMAT4	0.0556104065669951	SFTPC
NKX6_3	0.0167527132735555	SFTPC
THAP1	0.0269497296185978	SFTPC
CEBPD	0.026902656872441	SFTPC
SNAI2	0.0839140215733532	SFTPC
ST18	0.070540026358466	SFTPC
SOX17	0.025049180846206	SFTPC
PLAG1	0.0366578922968662	SFTPC
BHLHE22	0.0389547465252384	SFTPC
MYBL1	0.0323587728255918	SFTPC
TCF24	0.01690992837073	SFTPC
NCOA2	0.0249925744315031	SFTPC
MSC	0.0196980487549827	SFTPC
TERF1	0.0292379692715816	SFTPC
HNF4G	0.0219572838508795	SFTPC
ZFHX4	0.016562617845925	SFTPC
HEY1	0.0260811314639689	SFTPC
ZBTB10	0.0196451279907287	SFTPC
ZNF704	0.0355317559941054	SFTPC
E2F5	0.031997159971827	SFTPC
MTERF3	0.0267952898548974	SFTPC
OSR2	0.00940994006692484	SFTPC
ZNF706	0.0212361807185941	SFTPC
GRHL2	0.0475553914090796	SFTPC
KLF10	0.0312277531937186	SFTPC
ZFPM2	0.0301448056492092	SFTPC
TRPS1	0.0325437362270964	SFTPC
ZHX2	0.0258177289751858	SFTPC
ZHX1	0.0314604147695806	SFTPC
ZNF572	0.0268192032927719	SFTPC
POU5F1B	0.0335081939905007	SFTPC
MYC	0.0225436105362886	SFTPC
ZFAT	0.0197946080422828	SFTPC
JRK	0.0302981370990655	SFTPC
ZFP41	0.0373849825721738	SFTPC
GLI4	0.0280635272790927	SFTPC
ZNF696	0.0162814742472132	SFTPC
MAFA	0.0274765595741044	SFTPC
TIGD5	0.014525459153875	SFTPC
ZNF623	0.0270483576885046	SFTPC
ZNF707	0.0287800801594815	SFTPC
SCX	0.0212217584137457	SFTPC
HSF1	0.0272385685817487	SFTPC
SCRT1	0.028148355709095	SFTPC
FOXH1	0.0312671711634822	SFTPC
ZNF251	0.0377468480170299	SFTPC
ZNF34	0.058486812731068	SFTPC
ZNF517	0.0272430046864754	SFTPC
ZNF7	0.0279980940781236	SFTPC
ZNF250	0.0270483576885046	SFTPC
ZNF16	0.0271506405494239	SFTPC
FOXD4	0.0436210088723547	SFTPC
DMRT1	0.0330571946626831	SFTPC
DMRT3	0.024818547391154	SFTPC
DMRT2	0.0398387212729952	SFTPC
RFX3	0.0522542530190202	SFTPC
GLIS3	0.0269651634678704	SFTPC
NFIB	0.0232493735590394	SFTPC
BNC2	0.041624870624032	SFTPC
DMRTA1	0.0278211801301576	SFTPC
TOPORS	0.0272933898036326	SFTPC
NFX1	0.0298831668584662	SFTPC
ARID3C	0.0244396815735514	SFTPC
CREB3	0.0242085875778172	SFTPC
PAX5	0.0275457304740502	SFTPC
ZBTB5	0.0320345987147002	SFTPC
FOXD4L6	0.0186554909177236	SFTPC
FOXD4L5	0.0150058292558482	SFTPC
FOXD4L4	0.0195567320309214	SFTPC
ZNF658	0.0271624557599013	SFTPC
FOXD4L3	0.0279447294803556	SFTPC
KLF9	0.0262344914498003	SFTPC
RORB	0.0162606702608627	SFTPC
NFIL3	0.0337975444879374	SFTPC
ZNF484	0.052167457542858	SFTPC
BARX1	0.0348410271112469	SFTPC
ZNF169	0.0277874681215279	SFTPC
ZNF367	0.0235431961290743	SFTPC
ZNF510	0.0270483576885046	SFTPC
ZNF782	0.026544161879322	SFTPC
XPA	0.0270483576885046	SFTPC
FOXE1	0.0724496084446577	SFTPC
NR4A3	0.0100041806400229	SFTPC
MSANTD3	0.0289981090602228	SFTPC
ZNF189	0.0303472722844281	SFTPC
TAL2	0.0202210041139499	SFTPC
ZNF462	0.0277038814125818	SFTPC
KLF4	0.015918346885998	SFTPC
ZNF483	0.0393814228710114	SFTPC
ZNF883	0.0239869734471354	SFTPC
ZFP37	0.0286587011289495	SFTPC
ZNF618	0.0252188455869432	SFTPC
AKNA	0.0222478773329656	SFTPC
PHF19	0.0243848170319839	SFTPC
LHX6	0.0374134138125121	SFTPC
ZBTB6	0.0284945405509923	SFTPC
ZBTB26	0.0344679734482565	SFTPC
LHX2	0.032113265292272	SFTPC
NR5A1	0.0348397167935062	SFTPC
NR6A1	0.036076852132677	SFTPC
PBX3	0.0301540069152543	SFTPC
LMX1B	0.0243006279580782	SFTPC
ZBTB43	0.033050461795391	SFTPC
ZBTB34	0.0324372387223293	SFTPC
ZNF79	0.0302673065478624	SFTPC
NAIF1	0.0264632728901289	SFTPC
PRRX2	0.025420009578039	SFTPC
PRDM12	0.0278045317630332	SFTPC
TTF1	0.0270483576885046	SFTPC
BARHL1	0.0396857004025067	SFTPC
GFI1B	0.039059379423738	SFTPC
REXO4	0.0264074465104881	SFTPC
RXRA	0.0271049021040475	SFTPC
SOHLH1	0.0571412627215496	SFTPC
NACC2	0.0323297142670503	SFTPC
LHX3	0.0180218475140291	SFTPC
SNAPC4	0.0274256348252517	SFTPC
KLF6	0.029577489172916	SFTPC
KIN	0.0266660323396918	SFTPC
GATA3	0.0183116943508434	SFTPC
PTF1A	0.0264259260827024	SFTPC
MKX	0.0226343875328354	SFTPC
ZNF438	0.0416779383216938	SFTPC
ZEB1	0.035105174389566	SFTPC
